internal_location,md5,md5short,ksize,moltype,num,scaled,n_hashes,with_abundance,name,filename
signatures/482d4b8a5af75f58e96af4319e1f8e4e.sig.gz,482d4b8a5af75f58e96af4319e1f8e4e,482d4b8a,31,DNA,0,1000,2459,True,"GCA_017985375.1 Chitinophagales bacterium, ASM1798537v1",/dev/fd/63
signatures/5cf5dbfac8824549395b57a6e56ec28e.sig.gz,5cf5dbfac8824549395b57a6e56ec28e,5cf5dbfa,31,DNA,0,1000,3246,True,"GCA_903836935.1 uncultured Chlorobiaceae bacterium, freshwater MAG --- MJ-2014-D7_bin-183",/dev/fd/63
signatures/f32a7f7d0c5e618f5f014eecd7e28998.sig.gz,f32a7f7d0c5e618f5f014eecd7e28998,f32a7f7d,31,DNA,0,1000,4604,True,"GCF_008040765.1 Escherichia coli strain=3_77_1, ASM804076v1",/dev/fd/63
signatures/c5f7816ef670f952922a54d731827c6e.sig.gz,c5f7816ef670f952922a54d731827c6e,c5f7816e,31,DNA,0,1000,1170,True,"GCA_902523635.1 uncultured Bacteroidetes bacterium, AG-895-G08",/dev/fd/63
signatures/a5118a39edf33c7740726d9963d5d1ab.sig.gz,a5118a39edf33c7740726d9963d5d1ab,a5118a39,31,DNA,0,1000,3425,True,"GCF_003201565.1 Nitrosomonas sp. Nm84 strain=Nm84, ASM320156v1",/dev/fd/63
signatures/f54976fc270a4439e5f4d3ffaf24fe6b.sig.gz,f54976fc270a4439e5f4d3ffaf24fe6b,f54976fc,31,DNA,0,1000,3188,True,"GCF_006506395.1 Brucella melitensis strain=2016.CB.1265.1.7, ASM650639v1",/dev/fd/63
signatures/f06e233cc61b7bf16f9f41f20a5b992c.sig.gz,f06e233cc61b7bf16f9f41f20a5b992c,f06e233c,31,DNA,0,1000,2008,True,"GCF_000496435.1 Lactobacillus fermentum NB-22 strain=NB-22, LfermNB22_1.0",/dev/fd/63
signatures/aaff0c2cef93514e3d8406adb38b953c.sig.gz,aaff0c2cef93514e3d8406adb38b953c,aaff0c2c,31,DNA,0,1000,7004,True,"GCF_900593875.1 Burkholderia pseudomallei strain=HBPUB10488A, 10156_4#31",/dev/fd/63
signatures/171dae79fcd8a6d297fcaff0911c9eb3.sig.gz,171dae79fcd8a6d297fcaff0911c9eb3,171dae79,31,DNA,0,1000,3223,True,"GCF_018256235.1 Gluconobacter kondonii strain=Dm-68, ASM1825623v1",/dev/fd/63
signatures/1ad5b57a6ba0e048d07a8aae6e62f278.sig.gz,1ad5b57a6ba0e048d07a8aae6e62f278,1ad5b57a,31,DNA,0,1000,2882,True,"GCF_016908935.1 Sporolactobacillus spathodeae strain=DSM 100968, ASM1690893v1",/dev/fd/63
